Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Power,Seats
Maruti Polo,2016,4.07,18.61,111316,Petrol,Dealer,Automatic,First,16.8,998,197.5,6
Hyundai Nexon,2016,3.15,22.43,121631,Diesel,Individual,Manual,Second,25.9,2179,86.2,5
Hyundai i20,2016,4.47,22.99,144459,Diesel,Individual,Automatic,Second,14.8,2993,151.1,5
Ford i20,2013,2.33,17.71,86726,Diesel,Individual,Manual,First,19.8,2993,117.8,5
Honda Swift,2007,0.53,6.0,140899,Petrol,Dealer,Manual,Fourth & Above,12.2,1997,194.2,5
Honda Polo,2005,3.78,13.52,12936,Diesel,Individual,Manual,First,14.6,1498,136.6,5
Hyundai City,2012,2.11,24.92,144418,Electric,Dealer,Manual,Second,24.6,1997,51.8,5
Maruti EcoSport,2011,2.46,14.91,103764,Diesel,Individual,Manual,First,13.2,799,144.2,4
Tata Magnite,2020,10.55,23.21,56026,Petrol,Dealer,Automatic,Second,24.8,1498,180.9,4
Maruti Magnite,2018,6.61,19.42,88366,Petrol,Individual,Automatic,Second,22.2,799,165.5,4
Maruti EcoSport,2019,2.42,5.73,83601,Diesel,Individual,Automatic,First,22.0,2179,146.9,7
Hyundai Nexon,2018,5.44,9.2,5635,Diesel,Individual,Automatic,First,25.0,2993,104.2,6
Ford XUV300,2013,1.53,6.18,29091,Petrol,Individual,Manual,First,12.1,799,69.6,5
Honda Polo,2021,6.01,20.93,128941,Petrol,Individual,Manual,First,26.8,1598,164.7,5
Maruti Polo,2013,4.4,24.9,60983,Petrol,Individual,Manual,Second,19.8,2184,114.1,6
Nissan City,2017,6.64,19.67,11874,Petrol,Individual,Manual,Fourth & Above,16.4,1396,59.7,6
Honda Polo,2017,2.04,15.52,143126,Petrol,Dealer,Manual,Second,20.1,2184,188.0,5
Tata XUV300,2019,0.5,3.25,18544,Petrol,Dealer,Manual,Fourth & Above,23.1,998,89.3,5
Maruti Innova,2009,2.66,19.61,130120,Diesel,Individual,Manual,First,20.8,799,61.2,5
Renault Swift,2012,0.97,8.31,132899,Diesel,Dealer,Automatic,Second,13.3,2184,198.4,5
Honda Swift,2021,7.48,16.46,52993,Petrol,Individual,Manual,Second,27.8,2993,82.3,4
Hyundai Swift,2008,1.29,20.35,105145,Petrol,Dealer,Manual,Third,22.7,998,106.1,5
Nissan EcoSport,2019,2.22,7.29,111039,Petrol,Individual,Manual,First,26.9,1997,178.6,5
Hyundai EcoSport,2008,3.13,20.83,114562,Diesel,Individual,Manual,Second,22.7,1199,52.7,4
Honda XUV300,2020,2.99,5.25,26940,Diesel,Dealer,Manual,Third,24.4,2179,125.4,7
Hyundai Polo,2011,1.15,7.3,71115,Diesel,Individual,Manual,First,15.5,1997,120.4,5
Nissan Polo,2015,6.79,21.97,23044,Petrol,Dealer,Manual,First,21.2,998,142.9,6
Maruti i20,2013,1.82,6.57,26547,Petrol,Individual,Manual,First,19.6,1498,62.5,5
Maruti Magnite,2013,2.03,17.25,133899,Petrol,Individual,Manual,First,24.3,1199,134.1,5
Honda i20,2008,1.44,13.35,105866,Diesel,Dealer,Manual,First,14.6,1197,118.0,5
Volkswagen Kwid,2021,5.12,10.64,29432,CNG,Individual,Automatic,Third,22.4,1197,165.1,5
Maruti Innova,2020,10.71,23.85,56996,Petrol,Individual,Manual,Second,19.8,1598,137.9,5
Maruti Magnite,2018,2.9,13.78,122080,Petrol,Individual,Manual,First,25.1,1197,158.2,5
Maruti XUV300,2015,6.89,20.85,50231,Diesel,Individual,Manual,First,14.8,1199,50.1,5
Maruti Swift,2009,2.69,24.35,99074,Diesel,Dealer,Manual,First,26.9,2184,117.0,5
Maruti Polo,2015,1.25,6.1,123026,Diesel,Dealer,Manual,First,23.6,1498,148.9,5
Toyota Nexon,2007,0.5,6.47,136887,CNG,Individual,Automatic,First,19.0,2179,110.3,5
Maruti Swift,2008,2.19,4.35,15364,Petrol,Dealer,Automatic,Second,20.1,2184,194.2,5
Hyundai EcoSport,2010,2.26,20.1,124144,Diesel,Individual,Manual,Fourth & Above,19.1,998,186.4,5
Maruti Polo,2020,9.24,17.48,17057,Petrol,Dealer,Manual,Second,16.0,2993,175.0,5
Toyota i20,2009,5.86,23.71,10179,Diesel,Individual,Manual,First,20.4,1598,102.4,5
Honda Polo,2019,5.02,6.88,18746,Diesel,Individual,Manual,First,20.5,2993,108.1,5
Hyundai Nexon,2008,1.51,15.31,149101,Diesel,Dealer,Automatic,First,26.7,1396,68.4,6
Hyundai Magnite,2008,1.71,11.9,45519,Petrol,Individual,Manual,First,16.4,1199,92.3,5
Maruti Polo,2012,0.5,3.04,58971,Diesel,Individual,Automatic,Third,13.6,799,168.5,6
Honda Swift,2012,2.66,19.45,90141,Petrol,Dealer,Manual,First,23.3,1197,77.3,4
Hyundai Innova,2005,2.21,9.19,43321,Petrol,Dealer,Manual,First,19.8,1396,63.5,6
Ford Nexon,2008,2.29,22.98,111135,Petrol,Dealer,Manual,First,20.5,1199,126.7,5
Mahindra i20,2019,6.45,12.35,27346,Petrol,Dealer,Manual,First,12.2,2179,134.5,5
Maruti Kwid,2006,0.8,4.41,71986,Petrol,Individual,Manual,Second,21.2,2993,156.1,5
Maruti City,2013,2.56,14.4,86470,Petrol,Dealer,Manual,First,12.6,1396,114.2,5
Toyota Magnite,2012,0.8,4.56,23580,Petrol,Individual,Manual,Second,27.8,1396,131.1,5
Tata City,2020,2.72,9.35,129970,Diesel,Dealer,Manual,First,25.2,799,117.2,5
Maruti i20,2017,0.86,5.23,122527,Petrol,Dealer,Manual,Third,24.8,799,57.0,4
Maruti Swift,2019,1.92,10.07,125758,Diesel,Dealer,Manual,Second,23.4,2179,118.0,6
Maruti EcoSport,2021,3.11,7.83,31218,Petrol,Individual,Automatic,Fourth & Above,16.1,2993,199.2,6
Hyundai Polo,2020,1.11,5.79,132605,Petrol,Dealer,Manual,First,14.0,1598,181.9,5
Hyundai i20,2015,1.32,9.95,147561,Petrol,Individual,Manual,Second,13.7,2993,92.4,5
Maruti EcoSport,2017,0.88,5.33,85117,Petrol,Individual,Manual,First,20.7,2179,127.9,5
Maruti Swift,2007,2.86,21.84,137165,LPG,Dealer,Manual,First,19.7,799,96.6,5
Toyota XUV300,2011,3.69,19.07,53417,CNG,Dealer,Automatic,First,17.7,1997,135.6,5
Maruti Nexon,2013,1.82,8.72,14147,Petrol,Dealer,Manual,First,12.1,2184,100.6,5
Maruti XUV300,2013,2.61,9.94,17473,Petrol,Dealer,Automatic,Second,15.6,2184,196.0,7
Maruti Nexon,2006,2.79,10.5,6046,Petrol,Individual,Manual,First,26.5,1396,125.7,5
Nissan Magnite,2009,0.98,13.54,103655,Petrol,Dealer,Manual,First,22.3,1197,56.1,5
Ford i20,2013,1.12,7.8,79144,Petrol,Dealer,Manual,Fourth & Above,25.5,1199,196.0,7
Maruti Polo,2021,12.07,16.77,30394,Petrol,Individual,Automatic,First,12.6,799,65.4,5
Maruti Nexon,2016,0.64,3.54,19714,Petrol,Dealer,Manual,First,25.2,2179,132.8,5
Tata City,2013,1.53,9.08,31154,Petrol,Individual,Manual,First,12.0,2184,61.4,5
Hyundai City,2005,3.24,24.58,75610,Diesel,Individual,Manual,Second,25.5,2179,149.1,5
Maruti EcoSport,2013,1.47,17.07,90770,CNG,Dealer,Manual,Third,18.1,2179,196.7,5
Hyundai Kwid,2010,4.76,23.75,20306,Petrol,Individual,Manual,Second,19.8,1997,120.6,6
Maruti Kwid,2010,1.64,8.81,93973,Petrol,Individual,Manual,First,25.0,799,141.0,7
Hyundai Innova,2012,4.85,21.77,16329,Petrol,Individual,Manual,First,24.4,2993,184.5,5
Honda Innova,2020,12.69,21.57,48322,Petrol,Dealer,Automatic,First,27.4,1498,113.2,5
Ford Magnite,2015,6.19,18.45,24219,Petrol,Individual,Automatic,Second,25.7,1598,88.8,5
Maruti EcoSport,2015,2.12,13.46,144678,Petrol,Individual,Manual,First,27.4,1396,113.7,5
Honda Magnite,2010,0.86,5.53,106262,LPG,Dealer,Manual,Second,15.5,1396,170.2,5
Maruti Kwid,2005,2.24,11.42,95536,Petrol,Individual,Manual,Second,23.3,1997,143.8,5
Tata Nexon,2015,0.98,6.9,83740,Diesel,Individual,Manual,First,12.2,2179,95.3,4
Hyundai Innova,2014,2.9,14.78,59044,Petrol,Individual,Manual,Second,16.3,1997,93.7,5
Volkswagen Polo,2020,4.7,12.06,107112,Diesel,Dealer,Automatic,First,14.4,1997,64.2,5
Renault Nexon,2017,7.79,24.31,77754,Petrol,Individual,Automatic,First,24.0,1199,56.4,5
Maruti Swift,2010,1.48,16.13,115967,Petrol,Individual,Manual,First,27.3,1498,198.6,6
Toyota XUV300,2018,3.9,14.01,95759,Petrol,Individual,Manual,First,27.8,1396,53.0,5
Maruti Magnite,2013,3.21,13.91,25247,LPG,Dealer,Manual,First,12.9,1396,140.8,5
Honda City,2007,4.45,14.53,33860,Diesel,Individual,Automatic,First,13.6,1498,176.8,5
Hyundai City,2013,0.5,7.6,107754,Petrol,Dealer,Manual,Second,21.0,1498,101.8,6
Maruti Polo,2007,1.27,15.49,32372,Petrol,Dealer,Manual,Third,18.2,799,135.8,6
Maruti i20,2017,6.15,16.73,10203,Petrol,Individual,Automatic,Third,22.8,2184,195.2,7
Maruti Innova,2007,1.75,14.86,141527,Electric,Dealer,Manual,First,25.6,799,102.1,8
Maruti Kwid,2012,1.94,15.2,88943,Diesel,Dealer,Manual,Third,21.8,2184,134.3,5
Renault i20,2008,1.56,12.02,76301,Diesel,Dealer,Manual,Third,23.1,2184,162.9,7
Volkswagen Nexon,2019,0.99,5.39,98890,Petrol,Individual,Manual,First,12.2,1197,150.3,5
Honda Magnite,2006,1.64,10.75,83754,Petrol,Individual,Manual,First,22.1,1997,138.3,5
Maruti XUV300,2016,4.97,17.71,56838,Diesel,Individual,Manual,Second,14.2,2184,189.1,7
Toyota Swift,2006,3.06,17.27,44238,Diesel,Dealer,Manual,Second,27.0,1997,108.3,5
Hyundai Kwid,2006,1.03,9.75,137559,Petrol,Dealer,Manual,Second,17.8,1199,97.4,5
Toyota EcoSport,2009,0.83,11.72,49279,Petrol,Individual,Manual,First,15.4,998,161.0,6
Volkswagen Nexon,2018,4.22,17.62,99814,Petrol,Dealer,Automatic,Second,25.2,1396,138.6,5
Maruti EcoSport,2019,4.57,6.9,35604,Diesel,Individual,Manual,First,14.8,1997,108.8,6
Hyundai Magnite,2011,1.95,14.07,76367,Diesel,Dealer,Manual,First,14.7,2184,123.6,5
Hyundai i20,2017,8.63,20.08,46138,Petrol,Dealer,Automatic,First,18.3,2184,174.5,5
Hyundai City,2015,1.4,10.67,81720,Diesel,Dealer,Manual,Third,18.9,1199,103.3,5
Nissan Nexon,2007,3.56,19.39,74467,Diesel,Individual,Automatic,First,26.6,2184,162.4,5
Maruti Kwid,2011,3.69,19.5,37953,CNG,Individual,Manual,First,18.3,1997,161.4,5
Maruti i20,2018,3.32,13.13,138795,Diesel,Individual,Manual,First,17.1,998,59.9,5
Maruti Swift,2006,3.44,15.84,38312,CNG,Dealer,Automatic,Second,20.4,1199,119.0,6
Maruti Innova,2011,1.58,8.27,89073,Petrol,Individual,Automatic,First,21.0,2179,160.8,5
Maruti Swift,2019,7.87,15.71,28473,Petrol,Individual,Manual,Second,22.6,1598,92.7,7
Maruti EcoSport,2012,1.52,11.52,83416,Petrol,Individual,Manual,Third,27.2,1396,194.7,5
Maruti XUV300,2019,5.92,21.21,103533,Petrol,Dealer,Manual,First,20.1,1997,51.5,4
Maruti Swift,2012,1.75,23.69,129679,Diesel,Dealer,Manual,Second,25.7,2993,80.4,5
Hyundai Magnite,2010,0.96,3.14,34386,CNG,Individual,Manual,Second,16.1,1498,189.0,5
Toyota i20,2016,2.61,24.7,125897,Diesel,Individual,Manual,Second,26.9,2184,152.4,4
Hyundai XUV300,2011,3.26,13.84,49738,Diesel,Dealer,Automatic,First,19.7,2179,76.3,5
Maruti Polo,2021,4.7,8.51,72136,Petrol,Individual,Manual,First,20.5,1997,158.3,7
Honda Kwid,2005,4.41,23.51,46893,Diesel,Dealer,Manual,First,27.8,1199,74.0,6
Hyundai Polo,2018,11.86,22.5,30786,Petrol,Dealer,Manual,First,24.5,2993,153.3,5
Maruti i20,2011,1.99,12.3,75580,Diesel,Individual,Automatic,First,15.3,2179,67.0,7
Hyundai Swift,2018,5.86,21.53,99843,Diesel,Individual,Manual,First,17.1,1199,75.6,5
Hyundai Innova,2012,0.92,11.91,127445,Diesel,Individual,Manual,Fourth & Above,26.0,1997,84.9,7
Ford Magnite,2021,1.07,3.13,43274,Petrol,Dealer,Manual,First,16.2,1396,62.5,8
Hyundai Innova,2017,2.37,7.03,44709,Petrol,Dealer,Manual,First,21.5,998,61.3,5
Maruti Polo,2010,2.68,14.29,26266,Petrol,Dealer,Manual,First,15.4,2993,164.2,6
Maruti Nexon,2020,14.81,22.13,20117,Diesel,Dealer,Manual,First,22.0,1199,112.3,7
Honda Innova,2005,1.89,16.08,107013,Diesel,Individual,Manual,First,20.3,2179,90.0,4
Tata XUV300,2016,5.83,18.99,76734,Electric,Individual,Automatic,First,15.1,1197,154.3,5
Maruti Polo,2013,0.71,3.98,49487,Petrol,Individual,Automatic,First,12.1,1199,70.0,7
Maruti i20,2012,4.32,18.58,6628,Petrol,Dealer,Manual,Second,27.0,1199,74.3,4
Maruti City,2019,6.31,22.53,116251,Diesel,Dealer,Manual,First,17.0,998,182.2,5
Maruti Nexon,2018,1.87,3.85,32468,Petrol,Individual,Manual,First,22.2,1498,54.3,5
Maruti Polo,2012,2.81,23.06,149437,Petrol,Individual,Manual,First,15.2,1197,56.4,5
Maruti Innova,2014,1.84,4.64,35900,Diesel,Individual,Manual,First,24.5,799,55.7,4
Maruti Kwid,2021,1.14,6.73,110730,CNG,Dealer,Automatic,First,12.4,1396,193.3,7
Maruti i20,2014,1.83,21.65,145920,Petrol,Individual,Manual,First,18.2,2184,72.8,6
Maruti Magnite,2015,1.93,11.37,78519,Diesel,Individual,Manual,First,14.1,1498,87.4,6
Volkswagen Swift,2016,5.45,22.65,89005,Diesel,Individual,Automatic,Second,16.1,1396,81.8,5
Hyundai Magnite,2013,1.27,4.94,34012,Diesel,Dealer,Manual,First,15.6,1396,183.4,6
Nissan City,2010,0.68,9.2,118581,Diesel,Individual,Manual,Second,14.4,2993,82.1,6
Maruti Swift,2007,1.85,11.62,62083,LPG,Individual,Automatic,First,23.9,2993,80.7,5
Maruti EcoSport,2009,0.66,8.07,67108,Diesel,Dealer,Automatic,Fourth & Above,23.3,1498,194.9,5
Maruti Polo,2021,3.78,10.04,147714,Petrol,Individual,Automatic,First,15.4,1598,66.7,4
Maruti Swift,2005,2.13,19.51,124770,Petrol,Individual,Automatic,Third,23.8,2993,151.0,5
Maruti Swift,2005,2.44,14.72,86598,Petrol,Individual,Manual,First,20.9,2184,190.6,5
Maruti Innova,2018,9.98,16.62,20791,Petrol,Individual,Manual,First,27.6,1598,89.7,5
Maruti Nexon,2020,5.39,7.69,49477,Diesel,Individual,Automatic,First,26.0,799,144.6,5
Maruti Polo,2014,2.03,9.82,55203,Diesel,Dealer,Manual,First,27.7,2184,162.2,5
Honda i20,2015,3.17,20.57,103272,Petrol,Individual,Manual,First,19.7,799,140.1,5
Hyundai EcoSport,2009,1.55,4.74,32668,Diesel,Individual,Automatic,Third,15.2,1197,97.3,5
Toyota Innova,2005,5.03,24.35,29970,CNG,Individual,Automatic,First,26.2,1997,183.8,5
Nissan Nexon,2011,0.52,5.9,123174,Diesel,Individual,Manual,First,13.4,1396,66.7,6
Ford Polo,2009,0.5,4.61,111325,Diesel,Individual,Manual,First,12.8,1997,118.3,5
Hyundai i20,2012,1.8,17.53,80713,Diesel,Dealer,Automatic,Third,17.1,1598,115.8,4
Honda i20,2006,0.58,9.63,139806,Diesel,Individual,Manual,Third,19.7,1199,84.7,5
Honda EcoSport,2011,3.03,22.39,82207,Petrol,Individual,Manual,First,17.3,2993,194.6,5
Hyundai Kwid,2013,2.28,6.6,14899,Diesel,Individual,Automatic,First,22.8,1997,71.8,5
Hyundai Nexon,2020,3.64,9.34,99697,Petrol,Dealer,Automatic,First,18.4,2184,170.6,6
Ford Kwid,2011,1.84,8.1,64371,Diesel,Dealer,Manual,First,27.9,2993,59.2,5
Maruti XUV300,2014,2.82,22.11,107229,Petrol,Dealer,Manual,First,18.7,2179,86.0,5
Ford XUV300,2006,2.05,8.26,84756,Petrol,Individual,Manual,First,19.8,1498,104.1,6
Maruti Magnite,2014,3.72,22.36,59681,LPG,Individual,Manual,First,25.4,2179,160.4,5
Mahindra Kwid,2020,4.78,14.85,131230,Petrol,Individual,Manual,First,25.4,799,74.8,7
Hyundai City,2010,2.06,11.94,45585,LPG,Individual,Manual,First,24.5,1197,73.5,5
Toyota EcoSport,2019,3.02,19.4,140449,Petrol,Individual,Manual,Third,24.3,2993,123.2,7
Maruti EcoSport,2007,3.32,13.3,17190,Petrol,Dealer,Manual,First,24.9,1396,87.8,5
Maruti Nexon,2012,3.39,22.61,50749,CNG,Individual,Manual,Second,25.4,1598,100.2,5
Tata Polo,2016,5.21,15.2,43862,Petrol,Dealer,Manual,First,22.1,2184,71.2,5
Volkswagen Nexon,2009,3.01,13.0,56572,Diesel,Individual,Automatic,First,17.7,1396,106.1,6
Honda XUV300,2014,5.05,20.23,55539,Petrol,Dealer,Automatic,First,25.1,998,168.6,5
Tata i20,2021,13.13,18.59,33388,Diesel,Individual,Manual,First,26.9,2179,129.3,5
Maruti Nexon,2021,1.94,3.9,80651,Diesel,Individual,Automatic,Third,20.9,1997,199.4,5
Toyota Swift,2018,7.6,13.49,21863,Petrol,Dealer,Automatic,First,21.8,1396,189.1,4
Maruti Polo,2006,2.67,22.71,105937,Petrol,Dealer,Manual,Second,12.8,1199,114.0,5
Hyundai Nexon,2005,3.48,17.86,71156,Diesel,Individual,Manual,First,27.2,2179,82.5,5
Hyundai Magnite,2018,7.6,19.23,65115,Diesel,Dealer,Manual,First,22.0,1498,172.5,5
Honda City,2005,1.99,20.42,79343,Petrol,Dealer,Automatic,Fourth & Above,18.6,2179,84.8,6
Maruti City,2015,0.57,7.06,94464,Petrol,Individual,Manual,First,13.3,1997,161.8,5
Renault EcoSport,2016,2.64,14.11,145082,Petrol,Individual,Manual,First,14.5,2179,79.6,5
Hyundai Kwid,2017,2.34,3.61,22940,Petrol,Individual,Manual,Second,26.2,1396,105.8,7
Toyota Magnite,2008,0.96,15.07,120436,Diesel,Dealer,Manual,Second,12.7,998,99.6,4
Hyundai Kwid,2020,9.66,15.52,36785,Diesel,Dealer,Manual,First,14.4,1197,161.9,5
Hyundai City,2013,2.39,20.28,79875,Diesel,Dealer,Manual,First,24.6,998,55.7,5
Hyundai XUV300,2009,1.79,8.43,28005,Petrol,Dealer,Automatic,First,12.8,1498,145.8,6
Nissan Nexon,2009,3.06,12.43,8816,Petrol,Individual,Automatic,First,26.8,799,169.6,5
Hyundai Magnite,2017,4.94,12.33,44848,Petrol,Individual,Manual,First,21.7,799,51.8,7
Maruti City,2009,1.76,14.56,120200,Diesel,Individual,Automatic,Second,21.3,1197,51.9,6
Honda Kwid,2021,4.91,9.49,60830,Petrol,Individual,Manual,First,20.7,2179,136.9,7
Volkswagen Innova,2014,2.52,16.14,90547,Diesel,Individual,Automatic,First,16.4,1598,118.9,7
Maruti EcoSport,2016,2.64,18.1,122585,Petrol,Individual,Automatic,First,21.7,799,147.1,5
Nissan Swift,2008,2.11,8.79,29281,Diesel,Dealer,Automatic,Second,17.2,799,198.4,4
Maruti Swift,2015,3.01,15.24,98491,Electric,Individual,Manual,First,16.4,1498,156.3,5
Toyota City,2019,7.53,22.2,99358,Electric,Dealer,Manual,First,20.9,1197,80.7,5
Tata Swift,2021,4.04,15.66,136896,Petrol,Individual,Manual,Second,17.0,1498,89.5,6
Volkswagen Swift,2013,1.25,4.22,115592,Diesel,Individual,Automatic,First,13.3,799,195.4,6
Nissan Swift,2006,1.54,5.24,40950,Petrol,Individual,Manual,First,13.3,1498,55.2,8
Honda Nexon,2020,9.7,20.31,78311,Petrol,Individual,Automatic,First,15.8,1197,175.1,6
Maruti Kwid,2007,0.71,7.88,141769,Petrol,Dealer,Manual,First,18.4,1997,166.1,6
Ford Innova,2007,1.02,9.98,145833,Petrol,Individual,Automatic,First,20.4,998,183.5,6
Hyundai Kwid,2021,7.29,12.35,26015,Petrol,Individual,Automatic,Second,26.1,799,120.8,8
Honda i20,2016,4.56,13.3,79019,Diesel,Dealer,Manual,First,17.4,1498,133.9,7
Maruti Nexon,2011,1.24,7.08,39942,Diesel,Individual,Manual,First,20.8,1598,52.6,5
Honda Nexon,2005,2.74,13.14,6563,Petrol,Dealer,Manual,Second,25.1,799,195.2,4
Maruti Kwid,2019,4.34,11.97,102520,Diesel,Individual,Automatic,Second,25.3,1197,62.6,6
Hyundai Nexon,2009,1.04,8.82,105715,Petrol,Dealer,Manual,First,23.7,2993,91.4,5
Hyundai Kwid,2012,1.01,10.89,74287,Diesel,Individual,Manual,Third,19.6,1997,112.0,5
Nissan EcoSport,2008,4.9,18.98,45302,Petrol,Dealer,Manual,First,24.3,2184,51.8,5
Maruti City,2013,2.16,16.49,96579,Diesel,Individual,Manual,Second,15.9,1197,187.0,5
Maruti Swift,2015,4.38,14.69,70785,CNG,Dealer,Automatic,First,23.5,1197,131.7,5
Tata City,2005,1.77,10.73,141215,Petrol,Individual,Manual,Second,27.1,1199,105.0,4
Honda XUV300,2006,3.19,19.55,11156,CNG,Individual,Manual,Third,18.4,998,65.3,8
Maruti Magnite,2008,1.27,5.37,66880,Diesel,Individual,Manual,First,27.4,1997,85.2,5
Renault XUV300,2012,2.17,19.82,109534,Petrol,Dealer,Manual,Third,21.2,2179,128.0,4
Nissan Nexon,2017,2.23,6.78,69075,Petrol,Dealer,Manual,First,19.1,1598,109.7,6
Maruti Nexon,2008,2.78,12.59,25151,Diesel,Individual,Manual,Third,20.8,1197,182.1,5
Hyundai Kwid,2020,5.38,19.42,107566,Petrol,Individual,Manual,Second,18.5,2179,177.1,5
Honda i20,2005,0.87,3.91,127404,Diesel,Individual,Manual,Fourth & Above,24.2,2179,176.1,5
Renault Nexon,2005,0.5,7.97,75074,Diesel,Individual,Automatic,Second,22.2,998,136.6,5
Volkswagen Swift,2007,0.97,6.24,104952,Petrol,Dealer,Automatic,First,20.7,1498,110.9,5
Ford XUV300,2013,2.03,17.69,102218,Petrol,Individual,Manual,First,26.6,1396,164.5,5
Maruti i20,2016,4.08,12.53,55118,Diesel,Dealer,Manual,Second,18.4,998,149.1,6
Hyundai Kwid,2015,4.45,14.18,14085,Diesel,Individual,Manual,Second,23.8,2179,68.5,5
Honda Innova,2006,6.04,22.63,8390,Petrol,Individual,Manual,First,27.1,998,130.5,5
Tata Kwid,2018,2.66,8.35,77441,Diesel,Individual,Manual,Second,16.5,998,53.1,7
Maruti Polo,2015,5.55,23.91,64198,Petrol,Individual,Manual,First,25.6,1197,197.7,5
Maruti Nexon,2005,0.97,3.09,66930,Petrol,Individual,Automatic,First,15.0,2179,141.0,6
Mahindra i20,2012,3.59,21.97,47636,Petrol,Individual,Manual,First,18.7,998,168.1,6
Maruti Nexon,2012,0.95,3.14,84477,CNG,Dealer,Manual,Fourth & Above,16.3,1197,117.6,5
Maruti Swift,2005,3.46,20.28,63141,Petrol,Individual,Manual,First,13.0,1598,117.0,5
Volkswagen Magnite,2013,2.15,17.93,102029,Petrol,Individual,Manual,First,23.3,2184,100.7,6
Toyota Kwid,2021,2.95,5.48,127785,Diesel,Individual,Automatic,Second,20.6,799,104.8,7
Maruti City,2007,1.52,12.09,72067,Petrol,Individual,Automatic,Third,27.9,1199,136.7,5
Ford Nexon,2020,3.42,10.03,133518,Petrol,Individual,Automatic,Second,24.5,1396,138.2,7
Maruti Polo,2013,0.87,10.87,61215,Petrol,Individual,Manual,Second,27.4,1396,188.4,5
Honda i20,2012,5.28,17.55,7100,Petrol,Individual,Automatic,First,27.8,1997,157.8,5
Volkswagen Swift,2005,1.31,12.64,147887,Diesel,Dealer,Manual,Second,23.3,1199,59.2,5
Maruti Magnite,2018,2.37,7.85,92112,Petrol,Individual,Manual,First,17.2,2184,125.8,5
Maruti EcoSport,2016,5.01,24.32,97928,Petrol,Dealer,Automatic,Second,22.0,1396,198.8,6
Maruti Magnite,2016,3.02,24.59,120200,Petrol,Dealer,Manual,First,27.3,1199,151.2,7
Renault Innova,2015,1.13,4.37,49055,Petrol,Dealer,Automatic,Second,23.6,1199,92.6,7
Maruti i20,2018,6.24,14.44,35366,Diesel,Dealer,Manual,Third,27.8,2993,178.4,5
Maruti City,2021,4.5,14.91,126307,Petrol,Dealer,Manual,First,18.9,2184,124.8,5
Volkswagen Kwid,2006,4.32,14.31,15534,Diesel,Dealer,Manual,First,18.8,1498,86.4,7
Maruti Kwid,2011,2.06,10.41,51265,Petrol,Dealer,Automatic,Fourth & Above,26.4,2184,141.1,7
Toyota Kwid,2011,1.72,17.15,119814,Diesel,Individual,Automatic,Second,14.9,1197,197.1,5
Maruti Nexon,2011,0.87,16.04,100918,Petrol,Individual,Automatic,First,18.7,2184,75.4,4
Maruti Innova,2012,2.36,8.99,63131,Diesel,Dealer,Automatic,Second,13.0,1197,118.4,5
Maruti Innova,2017,6.14,18.91,93841,Diesel,Dealer,Manual,First,15.8,2179,194.5,5
Maruti Innova,2013,0.83,3.31,17454,Petrol,Individual,Manual,Third,20.4,2179,175.5,4
Honda Swift,2005,2.52,13.49,21495,Diesel,Dealer,Manual,Third,26.9,998,194.6,7
Hyundai Nexon,2010,0.8,4.97,109012,Petrol,Individual,Automatic,Second,17.6,2184,125.3,4
Hyundai XUV300,2012,2.65,11.12,6758,Diesel,Dealer,Manual,First,16.3,2179,78.9,8
Hyundai Innova,2006,3.1,15.46,61064,Electric,Individual,Manual,First,16.2,1498,135.9,5
Hyundai Magnite,2013,3.5,16.51,64780,Petrol,Individual,Manual,First,27.4,1498,167.3,7
Hyundai City,2021,14.01,21.51,32807,Petrol,Individual,Manual,First,15.7,1396,108.5,5
Maruti Nexon,2005,1.98,14.63,58150,Diesel,Individual,Manual,Second,24.8,1396,121.5,5
Hyundai EcoSport,2017,10.25,24.15,57176,Diesel,Individual,Automatic,First,27.9,2993,97.3,5
Maruti Innova,2012,1.1,4.67,97338,Diesel,Individual,Manual,First,21.9,1199,52.4,5
Maruti Polo,2005,0.89,6.98,42551,Electric,Dealer,Manual,Third,17.4,1199,116.1,5
Toyota EcoSport,2017,4.3,13.52,65263,Petrol,Dealer,Manual,First,20.6,1598,84.6,4
Honda XUV300,2009,1.76,21.44,139428,Petrol,Dealer,Automatic,First,20.6,1598,53.7,4
Maruti Polo,2006,1.54,5.87,88526,Petrol,Individual,Manual,First,19.0,2993,125.7,5
Nissan EcoSport,2019,6.95,24.69,127336,Petrol,Dealer,Manual,First,12.7,2184,114.6,5
Volkswagen City,2016,4.25,19.36,91426,Diesel,Individual,Manual,Second,24.0,1997,76.0,4
Honda Swift,2021,1.87,4.43,98553,Petrol,Dealer,Automatic,First,23.8,1598,92.8,5
Tata EcoSport,2010,0.5,12.83,86392,Diesel,Dealer,Manual,First,27.3,1997,121.1,4
Hyundai Innova,2008,0.8,8.22,11276,Diesel,Individual,Manual,Second,21.8,2184,176.8,5
Nissan EcoSport,2021,8.69,24.11,102412,Diesel,Dealer,Manual,Second,18.6,998,185.7,6
Volkswagen XUV300,2020,1.26,4.56,146219,Diesel,Individual,Automatic,First,12.5,1997,114.2,5
